Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,SQ_LDS_BANK_CONFLICT,LDSBankConflict
9,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399452778181,1162399452780226,0,0.000000,0.000000
10,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399452849625,1162399467261412,0,0.000000,0.000000
11,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399467695005,1162399467747725,0,0.000000,0.000000
12,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399467824541,1162399467826465,0,0.000000,0.000000
13,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399467900996,1162399482227789,0,0.000000,0.000000
14,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399482632194,1162399482684394,0,0.000000,0.000000
15,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399482761370,1162399482763415,0,0.000000,0.000000
16,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399482837825,1162399497212768,0,0.000000,0.000000
17,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399497613244,1162399497675828,0,0.000000,0.000000
18,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399497749637,1162399497751561,0,0.000000,0.000000
19,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399497816310,1162399512231063,0,0.000000,0.000000
20,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399512656957,1162399512659282,0,0.000000,0.000000
21,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399512730365,1162399527085460,0,0.000000,0.000000
22,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399527501332,1162399527563074,0,0.000000,0.000000
23,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399527652398,1162399527654643,0,0.000000,0.000000
24,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399527739197,1162399542090404,0,0.000000,0.000000
25,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399542375416,1162399542438641,0,0.000000,0.000000
26,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399542510565,1162399542512650,0,0.000000,0.000000
27,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399542580405,1162399556755449,0,0.000000,0.000000
28,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399557160135,1162399557222638,0,0.000000,0.000000
29,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399557305628,1162399557307914,0,0.000000,0.000000
30,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399557378395,1162399571447035,0,0.000000,0.000000
31,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399571821933,1162399571885359,0,0.000000,0.000000
32,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399571944213,1162399571946418,0,0.000000,0.000000
33,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399572003024,1162399586371310,0,0.000000,0.000000
34,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399586766574,1162399586829558,0,0.000000,0.000000
35,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399586891139,1162399586893264,0,0.000000,0.000000
36,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399586951437,1162399601354402,0,0.000000,0.000000
37,2,1,427437,427437,16777216,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399601746139,1162399601807680,0,0.000000,0.000000
38,2,1,427437,427437,256,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul>>(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) (.kd)",1162399601867377,1162399601869461,0,0.000000,0.000000
39,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399601923946,1162399616302215,0,0.000000,0.000000
40,2,1,427437,427437,622592,256,0,0,56,0,48,64,"void at::native::(anonymous namespace)::distribution_elementwise_grid_stride_kernel<float, 4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*), void at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*), void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float), void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*) const&, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda'(int, float)>(long, at::PhiloxCudaState, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)) (.kd)",1162399616738453,1162399617035854,0,0.000000,0.000000
41,2,1,427437,427437,622592,256,0,0,56,0,48,64,"void at::native::(anonymous namespace)::distribution_elementwise_grid_stride_kernel<float, 4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*), void at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*), void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float), void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*) const&, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda'(int, float)>(long, at::PhiloxCudaState, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)) (.kd)",1162399617302625,1162399617456216,0,0.000000,0.000000
42,2,1,427437,427437,622592,256,0,0,56,0,48,64,"void at::native::(anonymous namespace)::distribution_elementwise_grid_stride_kernel<float, 4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*), void at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*), void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float), void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda0'(hiprandStatePhilox4_32_10*) const&, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float))::'lambda'(int, float)>(long, at::PhiloxCudaState, at::CUDAGeneratorImpl*, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::'lambda'()::operator()() const::'lambda1'()::operator()() const::'lambda'(float)) (.kd)",1162399617509578,1162399617664012,0,0.000000,0.000000
43,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399624678847,1162399644473674,0,204472320.000000,0.261810
